date,review,star,res
"May 4, 2020","I love this game. well balanced, with persistant upgrade options for players who want their failed runs to mean something. I am buying the DLC to suppport the Devs. Edit: Taking two stars off because DLC is not available offline even when you have downloaded it and signed on before losing connection. I play this game on long subway rides, and it sucks using only the base game when I go underground.",3,"Giant NetworkMay 4, 2020Hello, dear Robbins. Thanks for your comment. Please check your network and modem cables.Then try downloading again.We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future!And your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.❤️"
"February 13, 2021","I really loved this game. Probably one of the best I've downloaded. Paid for both versions and the ad removal. I switched phones and redownoaded the game. The books won't open if I'm logged into my account. Tried reinstalling a few times and still doesn't work. If this issue of it being playable isn't resolved, then I would expect a full refund.",1,"Giant NetworkFebruary 19, 2021Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible. Thank you!"
"July 4, 2020","Honestly this is an amazing game, (more than willing to buy any extras added to the game, it's monetized very well and worth it ) People I'm telling you the Devs here have earned the right to be proud of the game because of the gorgeous artwork, great animation and addicting gameplay. If I play the game time flys because how into the game you'll get. In addition favorite characters are the warrior and witch for they reallylet me learn how everything works",5,"Giant NetworkJuly 6, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 8, 2020","I actually love this game! It is one of very few games that I can stand to play multiple times, and it is a little different each time. You don't have to buy any garbage with real money in order to fully enjoy this from beginning to end. I did however buy the expansion and deluxe version just because I enjoyed playing this so much. Edit: Over two months later. Took a break from this game for 3 or so weeks, and i still love it just as much as i did before!",5,"Giant NetworkMay 25, 2020Hello. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 23, 2020","It's honestly a fun game that WOULD deserve 5 stars.... BUT. I finished the Knight & Magician versions Together in less than 6 hours. That's all I could access, & that was After watching Literally 30 ads 2 unlock the Magician version. I understand their need 2 make money, but if they were only going 2 have those versions be free, then it should Certainly take longer than 3 hours each. I'm not a pro gamer, in the slightest. And yet, it still didn't even take me more than 1 night. Disappointed.",2,"Giant NetworkMay 25, 2020Hello.  Participate in our community activities and have the opportunity to unlock new content for free.FB: https://www.facebook.com/NightofFullMoonCardGame/  . Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting."
"December 2, 2020",Great game. There are some grammatical and description issues the devs need to figure out but nothing game breaking. ***edit: reply to devs*** Email sent with an example of an error I found. There were many though. Recommend proof reading the text in the game to capture the other errors. Thank you for the response. :),5,"Giant NetworkDecember 2, 2020We're so happy to hear that you have fun playing our game.Please send your problem to our email address: nofmgame@hotmail.com We will fix it！"
"June 24, 2020","Just want to say kudos to the developers. You've done a great game and I've been obsessed with it for a month now. About the costs: I think this is a great deal. It's free to play and if you decide you want more then there are add ons - all under $10, and most under $3. Again, I just want to say to the developers/artists that I love the art, the story, and the gameplay. I'll be looking out for any new updates or new stuff that you do.",5,"Giant NetworkJune 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 26, 2020","i played this game for awhile before the big update, its still super fun but the requests for ads are pretty annoying. i paid 7 dollars for all the charcters and updates but im still not getting the full boss rewards, thats kinda messed up not sure if i will support any of your future games as it seems a slippery slope. Came back to this game and found out there are way more requests for ad views. I definitely do not like being handicapped because I don't watch ads. Feedback ad a free version.",2,"Giant NetworkAugust 26, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development."
"October 25, 2018","The game is very nice with great music,art style and the battle with the cards is very fun it's disappointing tho to see 5 out of 6 classes locked behind a paywall (there are 6 total classes one of each is free).Having one or two is fine but all of them?It seems a bit too much. I should point out tho that there's no ads.",3,"Giant NetworkOctober 24, 2018hi sorry for the inconvenience."
"May 15, 2020","Great game but without spending more, you really could not continue more into the game. It sad considering that I wanted to play more. I would be willing to pay for the FULL game rather than piece meal it because honestly it would be too expensive for me to pay the entire game with all the piece meal transactions.",3,"Giant NetworkMay 18, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.Do enjoy the game! Thank you :D"
"October 25, 2020","downgraded it for the DLC. very unbalanced, luck factor got increased and much less control over deck building in the new mode. would have preferred more complexity and control to the original mode over this. I saw some interesting mechanics but I don't like to restart the new game mode 20 times until luck gives the proper combination of cards and perks. Edit: raised to 4* for balance patch",5,"Giant NetworkOctober 27, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"June 16, 2020","Played this on my last device (hopefully I can restore purchases but not a big deal) and hands down the best deck builder I've played on mobile. The characters are fun, the aesthetic is dark but cute, the game play is a little easier than games like StS but this is mobile i ain't finna try hard. Lastly it's fun unlocking endings and stories that aren't insanely complex to figure out. overall worth it for a fun casual deck builder.",5,"Giant NetworkJune 17, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"December 8, 2020","Great game play and replayability. A few spelling and wording errors here and there, but not enough to detract from the game play. There are a few bugs as well at times. Currently, one bug is preventing me from defeating Forest Spirit with Magician. When a counter sends one of my attacks back into my deck while other effects are triggering, the game freezes. Seems to happen during the second phase, and consistently. Seems to be an issue with the transformed Claw attack from the Forest Spirit.",4,"Giant NetworkDecember 9, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 3, 2020","I have that a few weeks now and I love it without paying and very few adds, high quality, big replay options, nice dude games like the puzzle. Like it a lot. One can play and get the witch. I don't know if one can play through the others for free. That would be nice. Think of putting a little money in it to play all the other content. Thank for that game like the art style Have fun",5,"Giant NetworkOctober 9, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"June 10, 2020","A very very great card game. Simple but fun with a large time sink if you allow it. You enter the forest and kill everything you meet, the cards and simple. Equipment has passive bonuses which active. Spells cost mana, actions are buffs with their own currency to use. It's very simple. You can spend hours playing this, 4 easy bosses per each run and 5 hard mode with mini bosses sprinkled between. You build your deck how you want with never feeling too weak. All ads are optional too.",5,"Giant NetworkJune 10, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 27, 2020","This game was phenominal! I absolutely loved it! It had easy mechanics and a good story with a fun play through. It was going great! Them, i hit a huge pay wall. The game is good, but im not going to spend money just to play the next chapter, and then spend more for the chapter after that. The pay wall isn't worth the game. It makes you buy every chapter individually. That really ruined my moment to discover.",4,"Giant NetworkMay 27, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 19, 2018","Even though I followed the developers instructions for the new update today my saved game is lost. It's aggravating because I was at the end character in the 3rd level. Any way I can get my saved game back? Before you asked, yes I logged out and back in again. I even went as far as to shut my phone off and turn it back on to see if I would get my saved game back.",5,"Giant NetworkOctober 19, 2018Hi ty for your report. actually, this is not a loss. there are 3 chapters for each character. so once you finished the chapter 3, the adventure of this character was over. you can experience other characters or restart the adventure. btw, you can follow our FB page https://www.facebook.com/Night-of-Full-Moon-2217510205147246 to get our latest news."
"December 15, 2020","Stunningly good game with really good art, music, and story. It just sucks you in and I highly recommend. It's a rogue like deck building game with tons of replayability. The base free version gives you a really good introduction to the game (you can play through on one character) and then if you buy the DLCs, you get all the additional content. One of the only games I've actually spent money on, so that should tell you it's high quality.",5,"Giant NetworkDecember 17, 2020Thanks for the review. Our FAQ might help if you have issues with the game, and you can also provide more feedback there: https://www.facebook.com/NightofFullMoonCardGame/ . We hope we can help you get a better experience!"
"May 21, 2020","Ok, so I enjoyed it quite alot, up until where I completed the normal stage, had no option of playing anything else than that agin , but then all my levels and cards reset. That just ruined everything. But playing it first time was enjoyable so you should play it too it's fun and has quirky art, the story isnt that bad and for a card game, its really well made so you can strategize with your cards.",4,"Giant NetworkMay 21, 2020Hello. Thank you for supporting us! We appreciate it so much! We will communicate feedback to the devs. Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 18, 2020","As a broke college student I dont have a lot of money and well this game was so good that after playing it for a few months I bought the other story and packs. Developers, programmers, and creators deserve to be paid when they make good content. So congratulations you made good content and I was happy and had no regrets about paying you. Please keep up the good work.",5,"Giant NetworkMay 19, 2020Hello. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"January 6, 2021",You play the same game many many times. Difficulty is fictitious. It's not something you can defeat by clever playing. If you aren't dealt good hands or if the enemy deals ridiculous damage with many resurrections and you only have 50 to 150 hp against 800 hp (1st life) of the enemy's... There is no possible combination of hands you can play to defeat the opponent. So it's a money grab to upgrade. I will not spend on unfair games designed soley to get people to pay.,1,"Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you."
"November 4, 2018","The game is great. It's interesting and has some really fun combinations that keep the game fresh. I do wish there were more than 1 or 2 endgame builds for each class, as I've only been able to find a couple broken decks per class, which makes variety in runs very limited. I had an issue with the change to the new character system, as the previous system costed more than the current one for all the characters, and Giant Network fixed the issue relatively quickly after being notified.",2,"Giant NetworkOctober 21, 2018I understand your situation. May I ask your User ID, so that we can track the problem for you?"
"February 3, 2021","This is a charming and brilliant fantasy card game. Challenging yet accessible to newcomers. Adorable art style and voice acting. Lots of classes to try and cards to find. If someone had told me a year ago that I would love a game featuring a cartoonish little red riding hood, I would have laughed in their face, but here we are!",5,"Giant NetworkFebruary 9, 2021We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 31,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"May 21, 2020","Amazing game. This is how a mobile game should be. All other Devs should take note! This game is perfect. After 1 days play, definitely felt the small payment to unlock all classes was worth it. The only negative I have is that if you download this game, be prepared to say goodbye to the rest of your life. It is that addictive! Brilliant job Devs!!!! Edit: I'm going to have to reduce this from 5 star to 3 star as it is almost unplayable. Since the Diaries update my game often freezes or crashes",3,"Giant NetworkMay 22, 2020Hello. We are so sorry for the unpleasant experience. We will give feedback to the devs. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If you have another problem, please sent it to : nofmgame@hotmail.com."
"December 1, 2020","Amazing game! Every playthrough is a unique experience with the amount of strategy, resource management, and deck building that comes into play. I love how the game's rng for blessings and cards forces me experiment on different deck theme. And to match the amazing gameplay is the beautiful soundtrack that is just perfect for the game. This is the first mobile game where I spent money on just so I can play all the other classes. Thank you developers for working on this game.",5,"Giant NetworkDecember 2, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"August 26, 2020","I have really been enjoying this game. However, a couple days ago it started asking me to log back in to verify. The game still worked and I wasn't sure what it meant, so I just stopped playing. When I tried to play last night the game froze any time I tried to go past the start page. This morning I tried to log out, but the app shuts down as soon as I get to the settings page. I uninstalled/reinstalled, which allowed me to log in and out, which resolved the issue.",5,"Giant NetworkAugust 26, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"July 20, 2020","I've played probably 20 minutes and I have one question for the devs. When's the Switch release?! I've played 20 minutes, had maybe 6+ battles and only one ad? There's no intrusive ""pay for stuff"" there's no ad banners? I had to check to make sure I was actually playing a mobile game and not dreaming some sick twisted fantasy? Voice gameplay, fun choice based mechanics, gorgeous graphics. Seriously what are you doing making a mobile app. !MAKE THIS A SWITCH GAME!",5,"Giant NetworkJuly 20, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 23, 2018","Loved this game! Only minor problem is that there is no tutorial, you just jump straight into the game, and you can figure it out its not that easy but a tutorial would have been nice. Great music and visuals, and the Hard mode is actuality Really Hard! Slightly annoyed that every other class could only be gained by micro transactions. Over all a truly brilliant game!!",5,"Giant NetworkOctober 23, 2018Ty for ur feedback. We will keep moving and improve this game constantly. Btw, welcome to our FB page: https://www.facebook.com/Night-of-Full-Moon-2217510205147246
to get the latest news, lore and walkthrough, and communicate with other players."
"March 30, 2020","Fun but HP doesn't recover! The game is really fun. But there are 3 ways to recover HP : 1. Get the bandages card 2. The witch's apothecary 3. Level Up. There is no concept of time limit, where if you wait, your HP will recover. The result is that you're faced with bosses who obviously have an advantage over you and to top it off you have no means to recover your HP. Stuck in an endless loop. Because after each death, the HP doesn't recover!! Can't progress, have to restart the story!",2,"Giant NetworkApril 1, 2020Thank you for your feedback. We will forward them to the related department."
"June 1, 2020",This game is really fun I haven't been able to get to the Hard Mode yet but even the normal mode is decently fun two-player the characters are really great the voice actors are on point absolutely love to hear everyone talk I might be partial though because I really enjoy deck building games especially when I can find one on my phone where I don't have to actually find someone else that's interested in the games the story is really interesting and I look forward to beating it and playing it over,5,"Giant NetworkJune 2, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 24, 2020",One of the best game on mobile Ive played and the monetization is not greedy at all. You can enjoy the game without paying a cent but I plan to support the devs that makes this great games. I can see you guys really have passion behins this game. Looking foward for more content. Thanks for the great game!!! :),5,"Giant NetworkOctober 27, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"September 15, 2020","I have no bad comment to say, the access to other deck/story purchase is cheap, the music is great, the gaming experience it's fun, the animation is smooth. The gatcha(free treasure chest) I can say it's worth to take the cards or don't. The developer of this game is crazy amazing, expect future release.",5,"Giant NetworkSeptember 18, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"April 16, 2020","Paid for the DLCs, bound to Facebook account, the game will stuck at the black screen after the headphone screen. *Edit* clearing cache and data would lead the game to CN version which does not give me the Facebook platform login. *Edit* This happens after a few hours of not touching the game, and returning to the loading screen it will ask for your storage permission again. *Edit* Reinstalled the whole thing and game decides to not load at all. I am very disappointed.",1,"Giant NetworkApril 17, 20201.	If your Google Play isn’t the latest version, try to update it to the latest version, then reinstall the game and try to login again to see if the problem is solved
2.	If your Google Play is the latest version, it is recommended that you lower the Google Play version and try to reinstall the game ."
"May 11, 2020",Very good game but unfortunately it's complately unbalanced on higher levels. Impossible to win with last boss on level 5th. No matter which character I play. Disproportion between my health an boss is ridiculous 1:8 also in amount of cards picked at the beginning of each turn. Most annoying thing is that after few games you can tell what card opponent will play each time. Decks and order of play seams to be set not random.,4,"Giant NetworkMay 11, 2020Hello！Thank you for supporting us! We'll feed this back to the R & D department.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. ❤️"
"June 25, 2020","Interesting game mechanics, great art, fairly interesting story, no nagging about getting and well spaced, optional ads. Also, it's not pay-to-win; the paid content makes sense as separate modules rather than feeling like a money grab. Absolutely would recommend to people at or around my nerd level.",5,"Giant NetworkJune 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"September 20, 2020","This game is amazing, even if you have never played a slay-the-spire type game before, this is masterful. I am surprised how many times I have wanted to play the game over and over again. Try this game, if you dont like the gameplay then you can appreciate the art styles, writing, and voice acting at least. Developers, if you still see these I would have liked to use 2 free classes at the start, hard to justify purchases if I dont understand what I am buying.",5,"Giant NetworkSeptember 23, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"August 4, 2020","This game is amazing, it feels like hearthstone, but it's focused on a extremely polished singleplayer experience, can't recommend enough. I couldn't find a button to rate this game inside the game, so I went out of my way to come here and give it 5 stars, which is another proof that this is top notch content, you won't regret it.",5,"Giant NetworkAugust 4, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"November 24, 2020","Good game, good indeed. My only problem is that even though I went tgrough all difficulties +5 extra on Nightmare , I wasn't able to unlock mage at all. Progress was going up as game got harder but eventually this game is only a demo on it's own. It is a good game but should be on a one time payment rather than buy all piece by piece.",3,"Giant NetworkNovember 24, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"May 2, 2020","Intrusive ads. All chars for $4 WAS a good steal for dozens of hours of content before then. Freemium currency added that affects main game with no choice. Do not like this direction and I hope it is addressed. Should not have to earn it or spend $$ if it's not an option and will affect your runs. Also, shuffling is DEFINITELY weighted and not truly random or even pseudorandom. Don't plan on seriously playing on anything past normal as the balance becomes quickly atrocious and becomes RNG.",1,"Giant NetworkMay 3, 2020Hello Dear Kuroki. We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️"
"April 16, 2020","On noooo what happened. Blank screen, but I can hear audio upon launching the app. And I just purchased the special edition. Help! Edit: I have to keep unstalling and reinstalling to get the game to work properly. Edit: Now I can't log in with Playstore, but instead chinese options aappeared for Log In such as QQ, Wechat and Phone.",1,"Giant NetworkApril 17, 20201.	If your Google Play isn’t the latest version, try to update it to the latest version, then reinstall the game and try to login again to see if the problem is solved
2.	If your Google Play is the latest version, it is recommended that you lower the Google Play version and try to reinstall the game ."
"August 19, 2020","Good game. It has more depth than first appears, yet it is easy to learn. The leveling seems is balanced and makes the game both fun and challenging. The story has a dark side to it (as all fairy tale genres do) that it moderates with humor but I still wouldn't recommend it for young children. This game is fair in its pricing and NOT a pay to play. There are a few mechanics that I have yet to figure out that maybe only used for additional paid content.",5,"Giant NetworkAugust 21, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 23, 2020","Great game but very easy, i completed knight ascension without much thinking from i to vii in one sitting with no game over and without taking any adv chest and bonus, finally lost in the new nightmare difficulty... please tinker with the difficulty more, make it harder pls, btw i paid for all dlc i think diaries is harder therefore better than standard run",3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"October 20, 2020","This is a great game. Very balance, addictive and fun to play. It's easy to understand and can be as simple or complex you want it to be. The only downside is all of the special content are required you to pay. But if you really enjoyed this game than Trust me, it will be worth your cash. This is not Pay to Win, the DLC just give you a different play style and experience that's all. So if you ever want to spend some dime here, it will be worth it.",5,"Giant NetworkOctober 22, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"September 29, 2020","While on the hunt for a simple pick-up and play game, I found this little gem and was pleasantly surprised. I decided to hold off on getting the DLC parts and after trying it out- well, I decided to splurge a little and get everything I could unlocked and was pleased that it didn't cost that much, and added several more play-throughs for the future. I love the art-style, the little lines from all the enemies and the story that has been created here. I only wish I knew what the heck that last character option is and when it'll come out- and I haven't yet tried all of the classes yet. Definitely 10 out of 10.",5,"Giant NetworkSeptember 29, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/  have fun!!"
"November 14, 2020","Still love the game after months and months. My only concern currently is that the Witch doesn't get a chance at a bonus reward when defeated (hope this gets fixed). But aside from that, every class has a unique feel, and I love to see which card and blessings combinations I am able to get. The achievements are/were a wonderful part of replay value!",5,"Giant NetworkNovember 18, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"October 21, 2018","I thoroughly enjoy the game, however, I'm disappointed that once you're at a low level of health, and there's NOTHING but battles on your screen, you're stuck. You can't get out of it which means I've already had to delete my save and start over. I wish there was a way to earn potions for the players personal use such as exp., mana., or health.",4,"Giant NetworkOctober 22, 2018That's kind of the funny part of the game. I mean if you stuck on some point, you can restart a new game then you will see different monsters and build a new deck."
"November 27, 2020",This game is good and fun I played this game for a good while. This game is good for card and rpg players alike and it has good mechanics and graphics. I haven't played this a game for a few months cause I had to uninstall it. I played this game when it was in it's beta it has come a long way you people are really good at making games please keep making games and I will support any new games y'all make.,5,"Giant NetworkNovember 27, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"August 25, 2020","I REALLY like the game play, but you need to buy the other classes to get the full experience. There are issues where it wont open if you are not online or are using mobile data. It also crashes sometimes. **story spoilers** It also seems like you should be able to save your grandma if you beat HARD VII, but even when all the memory shards are full for a class, theres no different endings. If you have to beat HARD VII on ALL the different classes to save grandma, they should say that.",4,"Giant NetworkAugust 26, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"July 26, 2020","This was a 10/5 star game. I loved it and played it constantly. I almost even got all the achievements, actually paid for dlc... But life happened and I got to busy to play it regularly. I just picked it up again and they ruined it with ads. Ads for shops. Ads for upgrades. Ridiculous. It used to be a great game. But now I'd give it a pass.",2,"Giant NetworkJuly 27, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!"
"August 1, 2020","The gameplay is actually pretty fun and simple to learn. The art and voice acting, as well as the effects, are all well put together. The only thing that I dislike about this game is the fact there is no tutorial or explanations to get you started. You, as a player, are kind of just thrown into the gameplay and have to figure out how to play it. Even if it's straightforward on how to play the game, a tutorial would be nice.",4,"Giant NetworkAugust 3, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"June 12, 2020","Found out most of the ideas I mentioned were in the game, except soulbind. My bad didn't realise. Anyway the quantity and quality of content you get for your money is very high, at least the red hood diary dlc is. At first glance though, the game doesn't seem to have much, but that's because it focuses on replay value. As soon as you complete a story, the story gets updated. My only problem ATM is, the stars become useless fast. Hopefully there are more boards to unlock later on.",5,"Giant NetworkJune 1, 2020Hello. Good idea that let me know, again.Can you send the details to our email: nofmgame@hotmail.com? Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"December 11, 2020","Honestly a great game that i often go to when i have nothing else to do and even if you dont want to spend any money the free part of it is still many hours of play time plus its pretty cheap considering the amount of content, sure after a while all your runs turn the same but there is only so much you can really do as a dev to stop that but overall its very worth a download to try it so I 100% say try it out!",5,"Giant NetworkDecember 17, 2020Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"September 26, 2020","Firstly, card games are not my thing so this could well be the reason I did not enjoy this the slightest. I felt there was no storyline and you had to purchase additional content to make the game at least a bit interesting. I prefer buying a game and having it in full to in-app purchases you cannot really have proper control over. In addition, I beat a boss after entering the battle with a fourth of my health, so I think the battle system is not all that either. Would not recommend.",1,"Giant NetworkSeptember 29, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"November 8, 2018",I liked this game until the ending. I dont get how my choices affected anything and my data was erased as soon as I beat it. Plus I dont like that the other characters have to be paid for. I also didn't get to unlock any achievements in the one play through. I want to be able to unlock all the achievements in one go. I dont want to go through the same story over and over again.,2,"Giant NetworkNovember 8, 2018hi dude, thx for the detailed comment. since our game is a roguelike game, players need to restart many times till get the whole achievements. if you can get all in one go, then our game loses its most important feature."
"May 4, 2020","I bought the Collector's Edition because the game seemed fun and they weren't asking for much for the bundle. Then two weeks later they make it where you have to spend more money to disable ads. I am tired of games trying to nickel and dime me. I would've considered buying the other minor IAPs, but not anymore. Going to delete this app now.",1,"Giant NetworkMay 4, 2020Hello Dear McSweeney. We appreciate that you bought the Collector's Edition. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️"
"June 27, 2020","its good Edit: it's... Questionable. While i cannot deny the quality of the game, i can not allow the questionable monetization desicions that this company has created. While it is true that there are currently 8 occupations you can play, you only really ever play 1 and that is the free class ""Knight"", after that you have to pay to unlock another class of your liking.... What? No. Atleast have like, 3 or 4 free classes. God.",3,"Giant NetworkJune 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 26, 2020","While playing this game was amazing, I cannot say the same for the ""endings"" because there are no endings. You finish beating hard mode 7 times, get those fragments, beat final boss, read the monster story, get a little more insight and thats it. There is no story that comes after from your gameplay, just a collection of info on what happened before you started. There are no good endings. There are no good stories. You cant save grandma or anyone else. There is no motivation for your effort.",2,"Giant NetworkOctober 27, 2020Salutations! We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. Our team will be happy to help you out. Good luck and have a lovely day!"
