,date,review,star,res,clean_content,topic
296,"May 15, 2020","Very buggy, some cards don't disappear from your deck after you use them even though they have the Exiled keyword, let's you continue your run from the main menu even after you die. Also letting you resurect or reroll chest contents by watching adds cheapens the accomplishments you make in the game whether you watch the ads or not. Only having one class at first and having to buy every single other one feels a bit limiting but isn't terrible.",2,"Giant NetworkMay 15, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",giant networkmay apolog inconveni caus payment part unavoid ad futur game develop purchas game elimin ad remov payment bring hope futur develop game thank understand support fun game,[2]
299,"July 12, 2020","An absalutly amazing game, a little easy (atleast the free character you get, i plan to pay sometime later on). The normal mode was slighly difficult but the hard mode was a breeze for some reason. I beat all the hard mode stuff pretty much first try but it was really fun though; equipment seems a little broken to me. but overall, worth a try.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjuli hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
300,"June 17, 2020",Was fine but too esay at the start. I was winning every fight just mindlessly playing cards with no stratage. I'm sure later on theres more of a challenge but I'm not gonna waste my time on the early stages just to get there. I suppose there needs to be a tutorial stage but I felt like I'd played long enough to pass it yet it was still too esay. When you don't have much time for gaming you need it to be engaging for the get go.,2,"Giant NetworkJune 19, 2020We will add the tutorial in the future!",giant networkjun add tutori futur,"[0, 1, 2, 3, 4]"
302,"December 9, 2020",It was fun at first and I liked advancing but then I got stuck on the first inspection. The witch killed me over and over because my actions had run out and they don't automatically refill it seems. So unless I bought a pack then I guess I wasn't going to be able to continue. Thanks for the temporary game~,1,"Giant NetworkDecember 9, 2020We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. Our team will be happy to help you out.",giant networkdecemb sorri hear encount technic disrupt play pleas send problem team nofmgam hotmail com team happi help,[3]
303,"September 15, 2020","I absolutely love this app, and have spent the 8$ (iirc) to get the collectors edition for the extra heros; which are each unique and fun, but recently I've started to have trouble with the game freezing any yime I pull off a large combo (Like with my Apothecary tossing out 50 ish potions at once or even my magi/witch drawing 7 cards at once) and I always have to end up restarting the battle and cant make any progress. Please send help so I can keep enjoying this game and rate 5 stars",4,"Giant NetworkSeptember 18, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",giant networkseptemb thank love comment mean lot us issu suggest pleas feel free reach us facebook fb http www facebook com nightoffullmooncardgam mail nofmgam hotmail com fun game,[1]
304,"July 19, 2020","Fun, strategic card game. However, drawbacks include overtly repetitious with no long lasting rewards (idea: receive a permanent card upon completion, it is a deck building game). The most aggravating element is the ads. Not because they have them, but because they do not work properly. The ads screw the players out of rewards by not playing correctly, or an inability to even try due to an ""Ad not ready yet"" message is highly frustrating. This would get a 5-Star except for these major flaws ...",3,"Giant NetworkJuly 20, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkjuli thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
305,"September 3, 2020","This is a really great game. I love the art style, I love the mechanics, and I really love the sort of strategy aspect. The one gripe I have with it is that after a while of playing it can get kind of stale. If there was a way to unlock just 1 or 2 characters for free, this game would easily move up to 5 stars and judging by the other reviews, I'm pretty sure most people agree with me. Other than that great game!",4,"Giant NetworkSeptember 4, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkseptemb hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
310,"May 23, 2020","Purchased the deluxe package after a couple hours of play time. Only one things bothers me: Some text go over the allocated space and you can't read. some card description and icon tooltip in combat but most importantly, some epilogues, for example using the werewolf against red riding hood, the text in the epilogue is truncated. All the support is in Chinese(?) only so quite useless for a westerner user. Using an Honor 8x.",3,"Giant NetworkMay 25, 2020Thank you for supporting us! We apologize for any inconvenience caused. You can send the screenshot to our email: nofmgame@hotmail.com. We will solve it as soon as possible！",giant networkmay thank support us apolog inconveni caus send screenshot email nofmgam hotmail com solv soon possibl,[3]
311,"December 2, 2018","DON'T BOTHER DOWNLOADING! what a waste. Fun game, almost had me spending money to unlock the characters and then I noticed all my saved data had been randomly erased. So I thought no biggie I'll restart, following day (today) went to play and saw my data was erased again??!?! So I guess you have to pay to continue the story so why bother downloading this free preview? Not worth it and very frustrating waste of time.",1,"Giant NetworkDecember 4, 2018please contact us via FB page:https://www.facebook.com/NightofFullMoonCardGame  for solution",giant networkdecemb pleas contact us via fb page http www facebook com nightoffullmooncardgam solut,"[3, 1, 4, 0, 2]"
317,"August 5, 2020","This game is very enjoyable coming from playing many hours of Slay the Spire. Gameplay is fun, lots of cool mechanics, characters and voice-acting are well done, and the story segments are a very interesting twist on Little Red Riding Hood. My only gripe with the game is that it is full of typos and grammatical errors. ""Maximun"" health, Perist instead of Priest, etc. Also, the speech bubbles do not always match up with the voice acting. If these things get fixed the game will be 5/5.",4,"Giant NetworkAugust 6, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkaugust hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
319,"September 15, 2020",Device: Pixel 4 Wi-Conditions: Incosistent Gameplay-wise pretty good. Some events feel pretty unimportant and the way most effects work it's a pretty brainless running down of cards with results in your favor where you don't have to think too much about the smartest possible play at the current moment. I didn't get too far yet since i only cleared it a few times till now. -1 star because the game seems to freeze sometimes and I have to restart the app like twice per run.,4,"Giant NetworkSeptember 18, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~",giant networkseptemb thank feedback rich game content collect explor variou activ hope tri game confid game attract enough wish happi game,[4]
320,"June 2, 2020",Honestly one of the worst gaming experiences out there. This is like playing megaman x just to figure out you can only go to one stage. I hardly ever rate things on google but the disappointing truth is that the game is way too short for one character. Having only one character to start is a slap in the face. Worst game I ever downloaded smh...,1,"Giant NetworkJune 3, 2020Sorry for the problem, please sent the screenshot to our email: nofmgame@hotmail.com.",giant networkjun sorri problem pleas sent screenshot email nofmgam hotmail com,[3]
321,"May 4, 2020","I love this game. well balanced, with persistant upgrade options for players who want their failed runs to mean something. I am buying the DLC to suppport the Devs. Edit: Taking two stars off because DLC is not available offline even when you have downloaded it and signed on before losing connection. I play this game on long subway rides, and it sucks using only the base game when I go underground.",3,"Giant NetworkMay 4, 2020Hello, dear Robbins. Thanks for your comment. Please check your network and modem cables.Then try downloading again.We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future!And your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.❤️",giant networkmay hello dear robbin thank comment pleas check network modem cabl tri download apolog inconveni caus promis give better game experi futur payment bring hope futur develop game thank understand support,"[4, 1]"
322,"February 13, 2021","I really loved this game. Probably one of the best I've downloaded. Paid for both versions and the ad removal. I switched phones and redownoaded the game. The books won't open if I'm logged into my account. Tried reinstalling a few times and still doesn't work. If this issue of it being playable isn't resolved, then I would expect a full refund.",1,"Giant NetworkFebruary 19, 2021Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible. Thank you!",giant networkfebruari pleas send uid gpa email nofmgam hotmail com solv soon possibl thank,[3]
325,"May 23, 2020","It's honestly a fun game that WOULD deserve 5 stars.... BUT. I finished the Knight & Magician versions Together in less than 6 hours. That's all I could access, & that was After watching Literally 30 ads 2 unlock the Magician version. I understand their need 2 make money, but if they were only going 2 have those versions be free, then it should Certainly take longer than 3 hours each. I'm not a pro gamer, in the slightest. And yet, it still didn't even take me more than 1 night. Disappointed.",2,"Giant NetworkMay 25, 2020Hello.  Participate in our community activities and have the opportunity to unlock new content for free.FB: https://www.facebook.com/NightofFullMoonCardGame/  . Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.",giant networkmay hello particip commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam payment bring hope futur develop game thank understand support,[2]
328,"August 26, 2020","i played this game for awhile before the big update, its still super fun but the requests for ads are pretty annoying. i paid 7 dollars for all the charcters and updates but im still not getting the full boss rewards, thats kinda messed up not sure if i will support any of your future games as it seems a slippery slope. Came back to this game and found out there are way more requests for ad views. I definitely do not like being handicapped because I don't watch ads. Feedback ad a free version.",2,"Giant NetworkAugust 26, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development.",giant networkaugust apolog inconveni caus advertis part unavoid ad futur game develop,[2]
329,"October 25, 2018","The game is very nice with great music,art style and the battle with the cards is very fun it's disappointing tho to see 5 out of 6 classes locked behind a paywall (there are 6 total classes one of each is free).Having one or two is fine but all of them?It seems a bit too much. I should point out tho that there's no ads.",3,"Giant NetworkOctober 24, 2018hi sorry for the inconvenience.",giant networkoctob hi sorri inconveni,[1]
330,"May 15, 2020","Great game but without spending more, you really could not continue more into the game. It sad considering that I wanted to play more. I would be willing to pay for the FULL game rather than piece meal it because honestly it would be too expensive for me to pay the entire game with all the piece meal transactions.",3,"Giant NetworkMay 18, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.Do enjoy the game! Thank you :D",giant networkmay hello team night full moon apolog inconveni caus payment part unavoid ad futur game develop payment bring hope futur develop game thank understand support enjoy game thank,[2]
333,"December 8, 2020","Great game play and replayability. A few spelling and wording errors here and there, but not enough to detract from the game play. There are a few bugs as well at times. Currently, one bug is preventing me from defeating Forest Spirit with Magician. When a counter sends one of my attacks back into my deck while other effects are triggering, the game freezes. Seems to happen during the second phase, and consistently. Seems to be an issue with the transformed Claw attack from the Forest Spirit.",4,"Giant NetworkDecember 9, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkdecemb hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
336,"May 27, 2020","This game was phenominal! I absolutely loved it! It had easy mechanics and a good story with a fun play through. It was going great! Them, i hit a huge pay wall. The game is good, but im not going to spend money just to play the next chapter, and then spend more for the chapter after that. The pay wall isn't worth the game. It makes you buy every chapter individually. That really ruined my moment to discover.",4,"Giant NetworkMay 27, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkmay hello thank support us join commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
339,"May 21, 2020","Ok, so I enjoyed it quite alot, up until where I completed the normal stage, had no option of playing anything else than that agin , but then all my levels and cards reset. That just ruined everything. But playing it first time was enjoyable so you should play it too it's fun and has quirky art, the story isnt that bad and for a card game, its really well made so you can strategize with your cards.",4,"Giant NetworkMay 21, 2020Hello. Thank you for supporting us! We appreciate it so much! We will communicate feedback to the devs. Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkmay hello thank support us appreci much commun feedback dev payment bring hope futur develop game issu suggest feel free reach us fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
341,"January 6, 2021",You play the same game many many times. Difficulty is fictitious. It's not something you can defeat by clever playing. If you aren't dealt good hands or if the enemy deals ridiculous damage with many resurrections and you only have 50 to 150 hp against 800 hp (1st life) of the enemy's... There is no possible combination of hands you can play to defeat the opponent. So it's a money grab to upgrade. I will not spend on unfair games designed soley to get people to pay.,1,"Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",giant networkjanuari sorri hear encount disrupt play pleas send problem team nofmgam hotmail com still problem pleas contact support channel fb http www facebook com nightoffullmooncardgam best help,[3]
342,"November 4, 2018","The game is great. It's interesting and has some really fun combinations that keep the game fresh. I do wish there were more than 1 or 2 endgame builds for each class, as I've only been able to find a couple broken decks per class, which makes variety in runs very limited. I had an issue with the change to the new character system, as the previous system costed more than the current one for all the characters, and Giant Network fixed the issue relatively quickly after being notified.",2,"Giant NetworkOctober 21, 2018I understand your situation. May I ask your User ID, so that we can track the problem for you?",giant networkoctob understand situat may ask user id track problem,"[1, 3, 0, 4, 2]"
344,"May 21, 2020","Amazing game. This is how a mobile game should be. All other Devs should take note! This game is perfect. After 1 days play, definitely felt the small payment to unlock all classes was worth it. The only negative I have is that if you download this game, be prepared to say goodbye to the rest of your life. It is that addictive! Brilliant job Devs!!!! Edit: I'm going to have to reduce this from 5 star to 3 star as it is almost unplayable. Since the Diaries update my game often freezes or crashes",3,"Giant NetworkMay 22, 2020Hello. We are so sorry for the unpleasant experience. We will give feedback to the devs. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If you have another problem, please sent it to : nofmgame@hotmail.com.",giant networkmay hello sorri unpleas experi give feedback dev thank support us appreci much payment bring hope futur develop game anoth problem pleas sent nofmgam hotmail com,[3]
349,"March 30, 2020","Fun but HP doesn't recover! The game is really fun. But there are 3 ways to recover HP : 1. Get the bandages card 2. The witch's apothecary 3. Level Up. There is no concept of time limit, where if you wait, your HP will recover. The result is that you're faced with bosses who obviously have an advantage over you and to top it off you have no means to recover your HP. Stuck in an endless loop. Because after each death, the HP doesn't recover!! Can't progress, have to restart the story!",2,"Giant NetworkApril 1, 2020Thank you for your feedback. We will forward them to the related department.",giant networkapril thank feedback forward relat depart,"[0, 4, 3, 2, 1]"
353,"April 16, 2020","Paid for the DLCs, bound to Facebook account, the game will stuck at the black screen after the headphone screen. *Edit* clearing cache and data would lead the game to CN version which does not give me the Facebook platform login. *Edit* This happens after a few hours of not touching the game, and returning to the loading screen it will ask for your storage permission again. *Edit* Reinstalled the whole thing and game decides to not load at all. I am very disappointed.",1,"Giant NetworkApril 17, 20201.	If your Google Play isn’t the latest version, try to update it to the latest version, then reinstall the game and try to login again to see if the problem is solved
2.	If your Google Play is the latest version, it is recommended that you lower the Google Play version and try to reinstall the game .",giant networkapril googl play latest version tri updat latest version reinstal game tri login see problem solv googl play latest version recommend lower googl play version tri reinstal game,[1]
354,"May 11, 2020",Very good game but unfortunately it's complately unbalanced on higher levels. Impossible to win with last boss on level 5th. No matter which character I play. Disproportion between my health an boss is ridiculous 1:8 also in amount of cards picked at the beginning of each turn. Most annoying thing is that after few games you can tell what card opponent will play each time. Decks and order of play seams to be set not random.,4,"Giant NetworkMay 11, 2020Hello！Thank you for supporting us! We'll feed this back to the R & D department.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. ❤️",giant networkmay hello thank support us feed back r depart payment bring hope futur develop game thank understand support,[2]
358,"November 24, 2020","Good game, good indeed. My only problem is that even though I went tgrough all difficulties +5 extra on Nightmare , I wasn't able to unlock mage at all. Progress was going up as game got harder but eventually this game is only a demo on it's own. It is a good game but should be on a one time payment rather than buy all piece by piece.",3,"Giant NetworkNovember 24, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networknovemb thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
359,"May 2, 2020","Intrusive ads. All chars for $4 WAS a good steal for dozens of hours of content before then. Freemium currency added that affects main game with no choice. Do not like this direction and I hope it is addressed. Should not have to earn it or spend $$ if it's not an option and will affect your runs. Also, shuffling is DEFINITELY weighted and not truly random or even pseudorandom. Don't plan on seriously playing on anything past normal as the balance becomes quickly atrocious and becomes RNG.",1,"Giant NetworkMay 3, 2020Hello Dear Kuroki. We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",giant networkmay hello dear kuroki apolog inconveni caus advertis part unavoid ad futur game develop purchas game elimin ad remov payment bring hope futur develop game thank understand support fun game,[2]
360,"April 16, 2020","On noooo what happened. Blank screen, but I can hear audio upon launching the app. And I just purchased the special edition. Help! Edit: I have to keep unstalling and reinstalling to get the game to work properly. Edit: Now I can't log in with Playstore, but instead chinese options aappeared for Log In such as QQ, Wechat and Phone.",1,"Giant NetworkApril 17, 20201.	If your Google Play isn’t the latest version, try to update it to the latest version, then reinstall the game and try to login again to see if the problem is solved
2.	If your Google Play is the latest version, it is recommended that you lower the Google Play version and try to reinstall the game .",giant networkapril googl play latest version tri updat latest version reinstal game tri login see problem solv googl play latest version recommend lower googl play version tri reinstal game,[1]
362,"October 23, 2020","Great game but very easy, i completed knight ascension without much thinking from i to vii in one sitting with no game over and without taking any adv chest and bonus, finally lost in the new nightmare difficulty... please tinker with the difficulty more, make it harder pls, btw i paid for all dlc i think diaries is harder therefore better than standard run",3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkoctob sorri bring bad game experi best fix apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
366,"October 21, 2018","I thoroughly enjoy the game, however, I'm disappointed that once you're at a low level of health, and there's NOTHING but battles on your screen, you're stuck. You can't get out of it which means I've already had to delete my save and start over. I wish there was a way to earn potions for the players personal use such as exp., mana., or health.",4,"Giant NetworkOctober 22, 2018That's kind of the funny part of the game. I mean if you stuck on some point, you can restart a new game then you will see different monsters and build a new deck.",giant networkoctob kind funni part game mean stuck point restart new game see differ monster build new deck,[1]
368,"August 25, 2020","I REALLY like the game play, but you need to buy the other classes to get the full experience. There are issues where it wont open if you are not online or are using mobile data. It also crashes sometimes. **story spoilers** It also seems like you should be able to save your grandma if you beat HARD VII, but even when all the memory shards are full for a class, theres no different endings. If you have to beat HARD VII on ALL the different classes to save grandma, they should say that.",4,"Giant NetworkAugust 26, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",giant networkaugust thank love comment mean lot us issu suggest pleas feel free reach us facebook fb http www facebook com nightoffullmooncardgam mail nofmgam hotmail com fun game,[1]
369,"July 26, 2020","This was a 10/5 star game. I loved it and played it constantly. I almost even got all the achievements, actually paid for dlc... But life happened and I got to busy to play it regularly. I just picked it up again and they ruined it with ads. Ads for shops. Ads for upgrades. Ridiculous. It used to be a great game. But now I'd give it a pass.",2,"Giant NetworkJuly 27, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!",giant networkjuli apolog inconveni caus advertis part unavoid ad futur game develop purchas game elimin ad remov thank understand support fun game,[2]
370,"August 1, 2020","The gameplay is actually pretty fun and simple to learn. The art and voice acting, as well as the effects, are all well put together. The only thing that I dislike about this game is the fact there is no tutorial or explanations to get you started. You, as a player, are kind of just thrown into the gameplay and have to figure out how to play it. Even if it's straightforward on how to play the game, a tutorial would be nice.",4,"Giant NetworkAugust 3, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkaugust hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
373,"September 26, 2020","Firstly, card games are not my thing so this could well be the reason I did not enjoy this the slightest. I felt there was no storyline and you had to purchase additional content to make the game at least a bit interesting. I prefer buying a game and having it in full to in-app purchases you cannot really have proper control over. In addition, I beat a boss after entering the battle with a fourth of my health, so I think the battle system is not all that either. Would not recommend.",1,"Giant NetworkSeptember 29, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkseptemb apolog inconveni caus payment part unavoid ad futur game develop thank understand support join commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
374,"November 8, 2018",I liked this game until the ending. I dont get how my choices affected anything and my data was erased as soon as I beat it. Plus I dont like that the other characters have to be paid for. I also didn't get to unlock any achievements in the one play through. I want to be able to unlock all the achievements in one go. I dont want to go through the same story over and over again.,2,"Giant NetworkNovember 8, 2018hi dude, thx for the detailed comment. since our game is a roguelike game, players need to restart many times till get the whole achievements. if you can get all in one go, then our game loses its most important feature.",giant networknovemb hi dude thx detail comment sinc game roguelik game player need restart mani time till get whole achiev get one go game lose import featur,[1]
375,"May 4, 2020","I bought the Collector's Edition because the game seemed fun and they weren't asking for much for the bundle. Then two weeks later they make it where you have to spend more money to disable ads. I am tired of games trying to nickel and dime me. I would've considered buying the other minor IAPs, but not anymore. Going to delete this app now.",1,"Giant NetworkMay 4, 2020Hello Dear McSweeney. We appreciate that you bought the Collector's Edition. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",giant networkmay hello dear mcsweeney appreci bought collector edit advertis part unavoid ad futur game develop purchas game elimin ad remov payment bring hope futur develop game thank understand support fun game,[2]
376,"June 27, 2020","its good Edit: it's... Questionable. While i cannot deny the quality of the game, i can not allow the questionable monetization desicions that this company has created. While it is true that there are currently 8 occupations you can play, you only really ever play 1 and that is the free class ""Knight"", after that you have to pay to unlock another class of your liking.... What? No. Atleast have like, 3 or 4 free classes. God.",3,"Giant NetworkJune 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networkjun hello thank support us appreci much issu suggest pleas feel free reach us facebook http www facebook com nightoffullmooncardgam enjoy game thank,"[0, 1, 2, 3, 4]"
377,"October 26, 2020","While playing this game was amazing, I cannot say the same for the ""endings"" because there are no endings. You finish beating hard mode 7 times, get those fragments, beat final boss, read the monster story, get a little more insight and thats it. There is no story that comes after from your gameplay, just a collection of info on what happened before you started. There are no good endings. There are no good stories. You cant save grandma or anyone else. There is no motivation for your effort.",2,"Giant NetworkOctober 27, 2020Salutations! We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. Our team will be happy to help you out. Good luck and have a lovely day!",giant networkoctob salut sorri hear encount technic disrupt play pleas send problem team nofmgam hotmail com team happi help good luck love day,"[3, 0]"
378,"October 18, 2020","Loved this game until the other day the game would not log in, and everytime I tried it would prompt to restart the game. When I reloaded the game it would repeat. Tried uninstalling and reinstalling nothing works. Tried emailing the devs but the email address given does not work. Fix and I would love to give 5 stars",1,"Giant NetworkOctober 23, 2020Sorry for the problem. You can go to File Management-Mobile Storage-Android-obb-com.ztgame.yyzy to see if there is an .obb file. Delete this file and re-enter the game to see if you can open the game normally（do not need re-download the game）. If can not sovle it, please sent the screenshot to our email: nofmgame@hotmail.com.",giant networkoctob sorri problem go file manag mobil storag android obb com ztgame yyzi see obb file delet file enter game see open game normal need download game sovl pleas sent screenshot email nofmgam hotmail com,[4]
379,"April 22, 2020","Update: App is working now. I've put in about 3 hours in the game and finished one run. My biggest complaint is that nothing is really explained. This is a great game, but the storyline is minimal and there is no tutorial. I didn't realize I even had skills until my last boss fight. Also, I'm not quite sure of what my goal is. Should I be investigating everyone? Or just try to have some really long runs? This is a fun game overall",4,"Giant NetworkApril 22, 2020Please try to deactivate WiFi before opening the game, and then opening WiFi and logging in once inside the game. Can you please retry and let us know through email: nofmgame@hotmail.com  if the problem still persists?",giant networkapril pleas tri deactiv wifi open game open wifi log insid game pleas retri let us know email nofmgam hotmail com problem still persist,"[3, 4]"
380,"June 22, 2020",Are you dense? There is no game in the future! Once a player decide to stop playing the game they stop! Instead of try to maintain your audience or do something Everything change! I know you need support and we are willing to support you i even buy a freaking wizard or something Then every character needs to be bought? Even the god damn archer? Stop giving us copy paste reply is more annoying,1,"Giant NetworkJune 22, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkjun thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
381,"November 16, 2020",One of the best games I have played by far. The plot is a fantastic twist to the fairy tale and is amazing gameplay.The only concern is that there is only one free class to use last I played and that the priest boss is ridiculously difficult to beat unless you have the right artefact to help out.Would be nice if you could get the other classes by doing achievement and the priest is slightly easier to beat,4,"Giant NetworkNovember 18, 2020Please join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",giant networknovemb pleas join commun activ opportun unlock new content free fb http www facebook com nightoffullmooncardgam enjoy game thank,[2]
387,"July 26, 2020","Great-looking game, feels polished and solid. My main gripe is that without a limit to how much you can attack per turn, the game feels incredibly easy and strategy goes out the window in favor of unloading draw and attack cards. 7 of the 8 classes in the game are locked behind a pay wall, but I had no motivation to buy them because the free class offers little strategy or challenge. It's a shame because I think they had their heart in the right place, and they obviously put in a lot of effort",3,"Giant NetworkJuly 27, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!",giant networkjuli apolog inconveni caus payment part unavoid ad futur game develop thank understand support fun game,[2]
389,"June 23, 2020","This game initially showed promise with nice graphics, and deck building mechanics that have been a mainstay of board games. However after playing, it seems the developers did not bother to make improvements to gameplay as you advance. The deck building aspect is severely handicapped with little opportunity to customize the deck, and at higher difficulties, they just clutter your initial hand with weak cards which are difficult to remove. Move on and look for other games.",1,"Giant NetworkJune 24, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",giant networkjun thank support us apolog inconveni caus promis give better game experi futur enjoy game pleas rate us thank,[4]
391,"May 10, 2020",1)1 star. WHY paid for full Dlc yet still need to see advertisement? If we bought the collector edition you shouldn't still put advertisements on it. 2) why when we lost we restart can't we get full health or something? Hp left 7 since last time. So even restart with advertisement doest help as hp always at 7 only.,1,"Giant NetworkMay 11, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",giant networkmay hello team night full moon apolog inconveni caus advertis part unavoid ad futur game develop purchas game elimin ad remov thank understand support fun game ^__^,[2]
