,date,review,star,res,clean_content,topic
272,"July 20, 2020","An interesting gameplay, given cards to company your journey thru the night, just need few try and you'll be pro. So the game is good enough to spend my time, unfortunately the storyis short all it takes is 2 hours to meet the last boss (werewolf) and boom the game is end, means you have to play another story.",4,"Giant NetworkJuly 20, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",interest gameplay given card compani journey thru night need tri pro game good enough spend time unfortun storyi short take hour meet last boss werewolf boom game end mean play anoth stori,[1]
273,"October 11, 2020",I die over n over from only two things poison still stupidly Overpowered. And red diaries expansion HAS WAY TOO MANY enemies putting WAY TOO MANY garbage cards in my deck OVER AND OVER. Plz fix now always so many garbage cards in my hand I have to pass turn so much fix now Devil princess always my hand is full of her cards. Passturnpassturn fix fix fix Nice auto response... viper queen gives 35 poison in first round 70 in second. Dead. Not possible. You broke your promise.,1,"Giant NetworkSeptember 29, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",die n two thing poison still stupidli overpow red diari expans way mani enemi put way mani garbag card deck plz fix alway mani garbag card hand pass turn much fix devil princess alway hand full card passturnpassturn fix fix fix nice auto respons viper queen give poison first round second dead possibl broke promis,"[2, 1, 0]"
277,"October 22, 2020",Very good game and visually great after update But so many bugs just after this recent update Like whenever I reply a message while still playing it got stuck and whenever I see ad for resurrect it got stuck with somekind of chinese text and not respond to any kind of tap Maybe you can repair those bugs and it will be great!,3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",good game visual great updat mani bug recent updat like whenev repli messag still play got stuck whenev see ad resurrect got stuck somekind chines text respond kind tap mayb repair bug great,[0]
278,"May 2, 2020","Updated rating 1 star: they added in mandatory ads. I've paid for everything in the game, and they added more ads and the option to pay to remove them. I refuse to spend MORE money just for that. Love the game! I always play as a witch because I like playing as a mage, and it's always fun! to unlock any class other than the knight costs a dollar (super cheap in my opinion) and very well worth it!",1,"Giant NetworkMay 2, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",updat rate star ad mandatori ad paid everyth game ad ad option pay remov refus spend money love game alway play witch like play mage alway fun unlock class knight cost dollar super cheap opinion well worth,"[1, 2]"
280,"November 17, 2020","At first I was wowed by the game. Bought a character to find myself disappointed. 1. We can only play one story. If you want to play another character then they will delete the other one. 2. After fight with boss and you want to investigate the character, and you lose, there is no way to restore your HP. So it means you have to start over. 3. You can't save the cards that you earn. So, like I said. Not thrilled anymore.",2,"Giant NetworkNovember 18, 2020Hello! Please send your thoughts and problems to our email address: nofmgame@hotmail.com We will continue to work hard!",first wow game bought charact find disappoint play one stori want play anoth charact delet one fight boss want investig charact lose way restor hp mean start save card earn like said thrill anymor,"[2, 1]"
283,"October 9, 2020","Firstly, I have only played the first character (knight). I've only beaten 7 times and I'm still playing. The plot and artwork is good. However, there is a bit to be desired from gameplay. Card synergies aren't obvious and aren't abundant (with the knight), hopefully more cards relying on synergies will be introduced, such as Slay the Spire combinations. Some enemies are way too OP. They have cards that do massive damage. One enemy even copies your whole deck. I look forward to your changes!",4,"Giant NetworkOctober 9, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!",firstli play first charact knight beaten time still play plot artwork good howev bit desir gameplay card synergi obviou abund knight hope card reli synergi introduc slay spire combin enemi way op card massiv damag one enemi even copi whole deck look forward chang,[1]
284,"July 29, 2020","Game used to be fun, but now some of the cards and blessings aren't taking effect (again). Restarting the game doesn't fix the issue. The game also hates VPN connections and will freeze if you have one. Other effects also happen at the wrong moments i.e. ""end of turn"" and ""start of turn"", ""draw a card"". Game is no longer fun due to not working right anymore. Controls themselves are easy as hell to use, same with the GUI.",2,"Giant NetworkJuly 10, 2020We have fixed the problem！",game use fun card bless take effect restart game fix issu game also hate vpn connect freez one effect also happen wrong moment e end turn start turn draw card game longer fun due work right anymor control easi hell use gui,"[2, 1]"
286,"November 15, 2018","This game might not be for everyone, but if you know of Slay the Spire and like it - its for you. One of the few games that I really love. Replayable and actually takes skill, with a nice progression system to change up the gameplay over time. A few time quality of life improvements that I'd like: - Better UI for the Courage and Reputation counters. Isn't super clear. - Have a separate 'New Game' and 'Load' buttons. I find myself resetting runs because I forget how the save mechanic works. Otherwise, great game. The developers responded quickly to an issue I have before, and it now works. 10/10",3,"Giant NetworkOctober 24, 2018we have reported this to devs. we will try best to fix this ASAP.",game might everyon know slay spire like one game realli love replay actual take skill nice progress system chang gameplay time time qualiti life improv like better ui courag reput counter super clear separ new game load button find reset run forget save mechan work otherwis great game develop respond quickli issu work,[0]
293,"April 5, 2020","I can't seem to start the game, it says that my game recourse pack validation failed so it ends up as a black screen. I hope this gets fixed. Thank you for reading. Update: It still hasn't been fixed and i haven't gotten any response from thr devs. I'll be dragging my rating to 1 star. Hope the devs can tackle this problem soon.",1,"Giant NetworkApril 8, 2020We're sorry to hear that you're having this problem! We'd love to help,please try to update your google framework and try again, if still unable to play, please send email to nofmgame@hotmail.com and they'll help you get playing again!",seem start game say game recours pack valid fail end black screen hope get fix thank read updat still fix gotten respons thr dev drag rate star hope dev tackl problem soon,"[1, 2]"
296,"May 15, 2020","Very buggy, some cards don't disappear from your deck after you use them even though they have the Exiled keyword, let's you continue your run from the main menu even after you die. Also letting you resurect or reroll chest contents by watching adds cheapens the accomplishments you make in the game whether you watch the ads or not. Only having one class at first and having to buy every single other one feels a bit limiting but isn't terrible.",2,"Giant NetworkMay 15, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",buggi card disappear deck use even though exil keyword let continu run main menu even die also let resurect rerol chest content watch add cheapen accomplish make game whether watch ad one class first buy everi singl one feel bit limit terribl,[2]
299,"July 12, 2020","An absalutly amazing game, a little easy (atleast the free character you get, i plan to pay sometime later on). The normal mode was slighly difficult but the hard mode was a breeze for some reason. I beat all the hard mode stuff pretty much first try but it was really fun though; equipment seems a little broken to me. but overall, worth a try.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",absalutli amaz game littl easi atleast free charact get plan pay sometim later normal mode slighli difficult hard mode breez reason beat hard mode stuff pretti much first tri realli fun though equip seem littl broken overal worth tri,[2]
300,"June 17, 2020",Was fine but too esay at the start. I was winning every fight just mindlessly playing cards with no stratage. I'm sure later on theres more of a challenge but I'm not gonna waste my time on the early stages just to get there. I suppose there needs to be a tutorial stage but I felt like I'd played long enough to pass it yet it was still too esay. When you don't have much time for gaming you need it to be engaging for the get go.,2,"Giant NetworkJune 19, 2020We will add the tutorial in the future!",fine esay start win everi fight mindlessli play card stratag sure later there challeng gonna wast time earli stage get suppos need tutori stage felt like play long enough pass yet still esay much time game need engag get go,"[0, 1]"
302,"December 9, 2020",It was fun at first and I liked advancing but then I got stuck on the first inspection. The witch killed me over and over because my actions had run out and they don't automatically refill it seems. So unless I bought a pack then I guess I wasn't going to be able to continue. Thanks for the temporary game~,1,"Giant NetworkDecember 9, 2020We are sorry to hear that you encountered some technical disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. Our team will be happy to help you out.",fun first like advanc got stuck first inspect witch kill action run automat refil seem unless bought pack guess go abl continu thank temporari game,[2]
303,"September 15, 2020","I absolutely love this app, and have spent the 8$ (iirc) to get the collectors edition for the extra heros; which are each unique and fun, but recently I've started to have trouble with the game freezing any yime I pull off a large combo (Like with my Apothecary tossing out 50 ish potions at once or even my magi/witch drawing 7 cards at once) and I always have to end up restarting the battle and cant make any progress. Please send help so I can keep enjoying this game and rate 5 stars",4,"Giant NetworkSeptember 18, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",absolut love app spent iirc get collector edit extra hero uniqu fun recent start troubl game freez yime pull larg combo like apothecari toss ish potion even magi witch draw card alway end restart battl cant make progress pleas send help keep enjoy game rate star,[1]
304,"July 19, 2020","Fun, strategic card game. However, drawbacks include overtly repetitious with no long lasting rewards (idea: receive a permanent card upon completion, it is a deck building game). The most aggravating element is the ads. Not because they have them, but because they do not work properly. The ads screw the players out of rewards by not playing correctly, or an inability to even try due to an ""Ad not ready yet"" message is highly frustrating. This would get a 5-Star except for these major flaws ...",3,"Giant NetworkJuly 20, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",fun strateg card game howev drawback includ overtli repetiti long last reward idea receiv perman card upon complet deck build game aggrav element ad work properli ad screw player reward play correctli inabl even tri due ad readi yet messag highli frustrat would get star except major flaw,[1]
305,"September 3, 2020","This is a really great game. I love the art style, I love the mechanics, and I really love the sort of strategy aspect. The one gripe I have with it is that after a while of playing it can get kind of stale. If there was a way to unlock just 1 or 2 characters for free, this game would easily move up to 5 stars and judging by the other reviews, I'm pretty sure most people agree with me. Other than that great game!",4,"Giant NetworkSeptember 4, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",realli great game love art style love mechan realli love sort strategi aspect one gripe play get kind stale way unlock charact free game would easili move star judg review pretti sure peopl agre great game,[0]
310,"May 23, 2020","Purchased the deluxe package after a couple hours of play time. Only one things bothers me: Some text go over the allocated space and you can't read. some card description and icon tooltip in combat but most importantly, some epilogues, for example using the werewolf against red riding hood, the text in the epilogue is truncated. All the support is in Chinese(?) only so quite useless for a westerner user. Using an Honor 8x.",3,"Giant NetworkMay 25, 2020Thank you for supporting us! We apologize for any inconvenience caused. You can send the screenshot to our email: nofmgame@hotmail.com. We will solve it as soon as possible！",purchas delux packag coupl hour play time one thing bother text go alloc space read card descript icon tooltip combat importantli epilogu exampl use werewolf red ride hood text epilogu truncat support chines quit useless western user use honor x,[1]
311,"December 2, 2018","DON'T BOTHER DOWNLOADING! what a waste. Fun game, almost had me spending money to unlock the characters and then I noticed all my saved data had been randomly erased. So I thought no biggie I'll restart, following day (today) went to play and saw my data was erased again??!?! So I guess you have to pay to continue the story so why bother downloading this free preview? Not worth it and very frustrating waste of time.",1,"Giant NetworkDecember 4, 2018please contact us via FB page:https://www.facebook.com/NightofFullMoonCardGame  for solution",bother download wast fun game almost spend money unlock charact notic save data randomli eras thought biggi restart follow day today went play saw data eras guess pay continu stori bother download free preview worth frustrat wast time,[0]
317,"August 5, 2020","This game is very enjoyable coming from playing many hours of Slay the Spire. Gameplay is fun, lots of cool mechanics, characters and voice-acting are well done, and the story segments are a very interesting twist on Little Red Riding Hood. My only gripe with the game is that it is full of typos and grammatical errors. ""Maximun"" health, Perist instead of Priest, etc. Also, the speech bubbles do not always match up with the voice acting. If these things get fixed the game will be 5/5.",4,"Giant NetworkAugust 6, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",game enjoy come play mani hour slay spire gameplay fun lot cool mechan charact voic act well done stori segment interest twist littl red ride hood gripe game full typo grammat error maximun health perist instead priest etc also speech bubbl alway match voic act thing get fix game,[1]
319,"September 15, 2020",Device: Pixel 4 Wi-Conditions: Incosistent Gameplay-wise pretty good. Some events feel pretty unimportant and the way most effects work it's a pretty brainless running down of cards with results in your favor where you don't have to think too much about the smartest possible play at the current moment. I didn't get too far yet since i only cleared it a few times till now. -1 star because the game seems to freeze sometimes and I have to restart the app like twice per run.,4,"Giant NetworkSeptember 18, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~",devic pixel wi condit incosist gameplay wise pretti good event feel pretti unimport way effect work pretti brainless run card result favor think much smartest possibl play current moment get far yet sinc clear time till star game seem freez sometim restart app like twice per run,[0]
320,"June 2, 2020",Honestly one of the worst gaming experiences out there. This is like playing megaman x just to figure out you can only go to one stage. I hardly ever rate things on google but the disappointing truth is that the game is way too short for one character. Having only one character to start is a slap in the face. Worst game I ever downloaded smh...,1,"Giant NetworkJune 3, 2020Sorry for the problem, please sent the screenshot to our email: nofmgame@hotmail.com.",honestli one worst game experi like play megaman x figur go one stage hardli ever rate thing googl disappoint truth game way short one charact one charact start slap face worst game ever download smh,[1]
321,"May 4, 2020","I love this game. well balanced, with persistant upgrade options for players who want their failed runs to mean something. I am buying the DLC to suppport the Devs. Edit: Taking two stars off because DLC is not available offline even when you have downloaded it and signed on before losing connection. I play this game on long subway rides, and it sucks using only the base game when I go underground.",3,"Giant NetworkMay 4, 2020Hello, dear Robbins. Thanks for your comment. Please check your network and modem cables.Then try downloading again.We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future!And your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.❤️",love game well balanc persist upgrad option player want fail run mean someth buy dlc suppport dev edit take two star dlc avail offlin even download sign lose connect play game long subway ride suck use base game go underground,"[1, 0]"
322,"February 13, 2021","I really loved this game. Probably one of the best I've downloaded. Paid for both versions and the ad removal. I switched phones and redownoaded the game. The books won't open if I'm logged into my account. Tried reinstalling a few times and still doesn't work. If this issue of it being playable isn't resolved, then I would expect a full refund.",1,"Giant NetworkFebruary 19, 2021Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible. Thank you!",realli love game probabl one best download paid version ad remov switch phone redownoad game book open log account tri reinstal time still work issu playabl resolv would expect full refund,[0]
325,"May 23, 2020","It's honestly a fun game that WOULD deserve 5 stars.... BUT. I finished the Knight & Magician versions Together in less than 6 hours. That's all I could access, & that was After watching Literally 30 ads 2 unlock the Magician version. I understand their need 2 make money, but if they were only going 2 have those versions be free, then it should Certainly take longer than 3 hours each. I'm not a pro gamer, in the slightest. And yet, it still didn't even take me more than 1 night. Disappointed.",2,"Giant NetworkMay 25, 2020Hello.  Participate in our community activities and have the opportunity to unlock new content for free.FB: https://www.facebook.com/NightofFullMoonCardGame/  . Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.",honestli fun game would deserv star finish knight magician version togeth less hour could access watch liter ad unlock magician version understand need make money go version free certainli take longer hour pro gamer slightest yet still even take night disappoint,"[0, 1]"
328,"August 26, 2020","i played this game for awhile before the big update, its still super fun but the requests for ads are pretty annoying. i paid 7 dollars for all the charcters and updates but im still not getting the full boss rewards, thats kinda messed up not sure if i will support any of your future games as it seems a slippery slope. Came back to this game and found out there are way more requests for ad views. I definitely do not like being handicapped because I don't watch ads. Feedback ad a free version.",2,"Giant NetworkAugust 26, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development.",play game awhil big updat still super fun request ad pretti annoy paid dollar charcter updat im still get full boss reward that kinda mess sure support futur game seem slipperi slope came back game found way request ad view definit like handicap watch ad feedback ad free version,[1]
329,"October 25, 2018","The game is very nice with great music,art style and the battle with the cards is very fun it's disappointing tho to see 5 out of 6 classes locked behind a paywall (there are 6 total classes one of each is free).Having one or two is fine but all of them?It seems a bit too much. I should point out tho that there's no ads.",3,"Giant NetworkOctober 24, 2018hi sorry for the inconvenience.",game nice great music art style battl card fun disappoint tho see class lock behind paywal total class one free one two fine seem bit much point tho ad,[0]
330,"May 15, 2020","Great game but without spending more, you really could not continue more into the game. It sad considering that I wanted to play more. I would be willing to pay for the FULL game rather than piece meal it because honestly it would be too expensive for me to pay the entire game with all the piece meal transactions.",3,"Giant NetworkMay 18, 2020Hello. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.Do enjoy the game! Thank you :D",great game without spend realli could continu game sad consid want play would will pay full game rather piec meal honestli would expens pay entir game piec meal transact,"[2, 0, 1]"
333,"December 8, 2020","Great game play and replayability. A few spelling and wording errors here and there, but not enough to detract from the game play. There are a few bugs as well at times. Currently, one bug is preventing me from defeating Forest Spirit with Magician. When a counter sends one of my attacks back into my deck while other effects are triggering, the game freezes. Seems to happen during the second phase, and consistently. Seems to be an issue with the transformed Claw attack from the Forest Spirit.",4,"Giant NetworkDecember 9, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",great game play replay spell word error enough detract game play bug well time current one bug prevent defeat forest spirit magician counter send one attack back deck effect trigger game freez seem happen second phase consist seem issu transform claw attack forest spirit,[1]
336,"May 27, 2020","This game was phenominal! I absolutely loved it! It had easy mechanics and a good story with a fun play through. It was going great! Them, i hit a huge pay wall. The game is good, but im not going to spend money just to play the next chapter, and then spend more for the chapter after that. The pay wall isn't worth the game. It makes you buy every chapter individually. That really ruined my moment to discover.",4,"Giant NetworkMay 27, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",game phenomin absolut love easi mechan good stori fun play go great hit huge pay wall game good im go spend money play next chapter spend chapter pay wall worth game make buy everi chapter individu realli ruin moment discov,[2]
339,"May 21, 2020","Ok, so I enjoyed it quite alot, up until where I completed the normal stage, had no option of playing anything else than that agin , but then all my levels and cards reset. That just ruined everything. But playing it first time was enjoyable so you should play it too it's fun and has quirky art, the story isnt that bad and for a card game, its really well made so you can strategize with your cards.",4,"Giant NetworkMay 21, 2020Hello. Thank you for supporting us! We appreciate it so much! We will communicate feedback to the devs. Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",ok enjoy quit alot complet normal stage option play anyth els agin level card reset ruin everyth play first time enjoy play fun quirki art stori isnt bad card game realli well made strateg card,[2]
341,"January 6, 2021",You play the same game many many times. Difficulty is fictitious. It's not something you can defeat by clever playing. If you aren't dealt good hands or if the enemy deals ridiculous damage with many resurrections and you only have 50 to 150 hp against 800 hp (1st life) of the enemy's... There is no possible combination of hands you can play to defeat the opponent. So it's a money grab to upgrade. I will not spend on unfair games designed soley to get people to pay.,1,"Giant NetworkJanuary 8, 2021We are sorry to hear that you encountered some disruptions while playing. Please, send the problem to our team: nofmgame@hotmail.com. If you still have this problem, please contact our support channel at FB: https://www.facebook.com/NightofFullMoonCardGame/ We will do our best to help you.",play game mani mani time difficulti fictiti someth defeat clever play dealt good hand enemi deal ridicul damag mani resurrect hp hp st life enemi possibl combin hand play defeat oppon money grab upgrad spend unfair game design soley get peopl pay,"[1, 0]"
342,"November 4, 2018","The game is great. It's interesting and has some really fun combinations that keep the game fresh. I do wish there were more than 1 or 2 endgame builds for each class, as I've only been able to find a couple broken decks per class, which makes variety in runs very limited. I had an issue with the change to the new character system, as the previous system costed more than the current one for all the characters, and Giant Network fixed the issue relatively quickly after being notified.",2,"Giant NetworkOctober 21, 2018I understand your situation. May I ask your User ID, so that we can track the problem for you?",game great interest realli fun combin keep game fresh wish endgam build class abl find coupl broken deck per class make varieti run limit issu chang new charact system previou system cost current one charact giant network fix issu rel quickli notifi,"[1, 2]"
344,"May 21, 2020","Amazing game. This is how a mobile game should be. All other Devs should take note! This game is perfect. After 1 days play, definitely felt the small payment to unlock all classes was worth it. The only negative I have is that if you download this game, be prepared to say goodbye to the rest of your life. It is that addictive! Brilliant job Devs!!!! Edit: I'm going to have to reduce this from 5 star to 3 star as it is almost unplayable. Since the Diaries update my game often freezes or crashes",3,"Giant NetworkMay 22, 2020Hello. We are so sorry for the unpleasant experience. We will give feedback to the devs. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If you have another problem, please sent it to : nofmgame@hotmail.com.",amaz game mobil game dev take note game perfect day play definit felt small payment unlock class worth neg download game prepar say goodby rest life addict brilliant job dev edit go reduc star star almost unplay sinc diari updat game often freez crash,[0]
349,"March 30, 2020","Fun but HP doesn't recover! The game is really fun. But there are 3 ways to recover HP : 1. Get the bandages card 2. The witch's apothecary 3. Level Up. There is no concept of time limit, where if you wait, your HP will recover. The result is that you're faced with bosses who obviously have an advantage over you and to top it off you have no means to recover your HP. Stuck in an endless loop. Because after each death, the HP doesn't recover!! Can't progress, have to restart the story!",2,"Giant NetworkApril 1, 2020Thank you for your feedback. We will forward them to the related department.",fun hp recov game realli fun way recov hp get bandag card witch apothecari level concept time limit wait hp recov result face boss obvious advantag top mean recov hp stuck endless loop death hp recov progress restart stori,"[1, 2, 0]"
353,"April 16, 2020","Paid for the DLCs, bound to Facebook account, the game will stuck at the black screen after the headphone screen. *Edit* clearing cache and data would lead the game to CN version which does not give me the Facebook platform login. *Edit* This happens after a few hours of not touching the game, and returning to the loading screen it will ask for your storage permission again. *Edit* Reinstalled the whole thing and game decides to not load at all. I am very disappointed.",1,"Giant NetworkApril 17, 20201.	If your Google Play isn’t the latest version, try to update it to the latest version, then reinstall the game and try to login again to see if the problem is solved
2.	If your Google Play is the latest version, it is recommended that you lower the Google Play version and try to reinstall the game .",paid dlc bound facebook account game stuck black screen headphon screen edit clear cach data would lead game cn version give facebook platform login edit happen hour touch game return load screen ask storag permiss edit reinstal whole thing game decid load disappoint,[0]
354,"May 11, 2020",Very good game but unfortunately it's complately unbalanced on higher levels. Impossible to win with last boss on level 5th. No matter which character I play. Disproportion between my health an boss is ridiculous 1:8 also in amount of cards picked at the beginning of each turn. Most annoying thing is that after few games you can tell what card opponent will play each time. Decks and order of play seams to be set not random.,4,"Giant NetworkMay 11, 2020Hello！Thank you for supporting us! We'll feed this back to the R & D department.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. ❤️",good game unfortun complat unbalanc higher level imposs win last boss level th matter charact play disproport health boss ridicul also amount card pick begin turn annoy thing game tell card oppon play time deck order play seam set random,[1]
358,"November 24, 2020","Good game, good indeed. My only problem is that even though I went tgrough all difficulties +5 extra on Nightmare , I wasn't able to unlock mage at all. Progress was going up as game got harder but eventually this game is only a demo on it's own. It is a good game but should be on a one time payment rather than buy all piece by piece.",3,"Giant NetworkNovember 24, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",good game good inde problem even though went tgrough difficulti extra nightmar abl unlock mage progress go game got harder eventu game demo good game one time payment rather buy piec piec,"[2, 1]"
359,"May 2, 2020","Intrusive ads. All chars for $4 WAS a good steal for dozens of hours of content before then. Freemium currency added that affects main game with no choice. Do not like this direction and I hope it is addressed. Should not have to earn it or spend $$ if it's not an option and will affect your runs. Also, shuffling is DEFINITELY weighted and not truly random or even pseudorandom. Don't plan on seriously playing on anything past normal as the balance becomes quickly atrocious and becomes RNG.",1,"Giant NetworkMay 3, 2020Hello Dear Kuroki. We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it.Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting. Have fun gaming!❤️",intrus ad char good steal dozen hour content freemium currenc ad affect main game choic like direct hope address earn spend option affect run also shuffl definit weight truli random even pseudorandom plan serious play anyth past normal balanc becom quickli atroci becom rng,[2]
360,"April 16, 2020","On noooo what happened. Blank screen, but I can hear audio upon launching the app. And I just purchased the special edition. Help! Edit: I have to keep unstalling and reinstalling to get the game to work properly. Edit: Now I can't log in with Playstore, but instead chinese options aappeared for Log In such as QQ, Wechat and Phone.",1,"Giant NetworkApril 17, 20201.	If your Google Play isn’t the latest version, try to update it to the latest version, then reinstall the game and try to login again to see if the problem is solved
2.	If your Google Play is the latest version, it is recommended that you lower the Google Play version and try to reinstall the game .",noooo happen blank screen hear audio upon launch app purchas special edit help edit keep unstal reinstal get game work properli edit log playstor instead chines option aappear log qq wechat phone,"[0, 1]"
362,"October 23, 2020","Great game but very easy, i completed knight ascension without much thinking from i to vii in one sitting with no game over and without taking any adv chest and bonus, finally lost in the new nightmare difficulty... please tinker with the difficulty more, make it harder pls, btw i paid for all dlc i think diaries is harder therefore better than standard run",3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",great game easi complet knight ascens without much think vii one sit game without take adv chest bonu final lost new nightmar difficulti pleas tinker difficulti make harder pl btw paid dlc think diari harder therefor better standard run,[2]
366,"October 21, 2018","I thoroughly enjoy the game, however, I'm disappointed that once you're at a low level of health, and there's NOTHING but battles on your screen, you're stuck. You can't get out of it which means I've already had to delete my save and start over. I wish there was a way to earn potions for the players personal use such as exp., mana., or health.",4,"Giant NetworkOctober 22, 2018That's kind of the funny part of the game. I mean if you stuck on some point, you can restart a new game then you will see different monsters and build a new deck.",thoroughli enjoy game howev disappoint low level health noth battl screen stuck get mean alreadi delet save start wish way earn potion player person use exp mana health,"[1, 2]"
368,"August 25, 2020","I REALLY like the game play, but you need to buy the other classes to get the full experience. There are issues where it wont open if you are not online or are using mobile data. It also crashes sometimes. **story spoilers** It also seems like you should be able to save your grandma if you beat HARD VII, but even when all the memory shards are full for a class, theres no different endings. If you have to beat HARD VII on ALL the different classes to save grandma, they should say that.",4,"Giant NetworkAugust 26, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",realli like game play need buy class get full experi issu wont open onlin use mobil data also crash sometim stori spoiler also seem like abl save grandma beat hard vii even memori shard full class there differ end beat hard vii differ class save grandma say,"[2, 1]"
369,"July 26, 2020","This was a 10/5 star game. I loved it and played it constantly. I almost even got all the achievements, actually paid for dlc... But life happened and I got to busy to play it regularly. I just picked it up again and they ruined it with ads. Ads for shops. Ads for upgrades. Ridiculous. It used to be a great game. But now I'd give it a pass.",2,"Giant NetworkJuly 27, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!",star game love play constantli almost even got achiev actual paid dlc life happen got busi play regularli pick ruin ad ad shop ad upgrad ridicul use great game give pass,"[0, 2]"
370,"August 1, 2020","The gameplay is actually pretty fun and simple to learn. The art and voice acting, as well as the effects, are all well put together. The only thing that I dislike about this game is the fact there is no tutorial or explanations to get you started. You, as a player, are kind of just thrown into the gameplay and have to figure out how to play it. Even if it's straightforward on how to play the game, a tutorial would be nice.",4,"Giant NetworkAugust 3, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",gameplay actual pretti fun simpl learn art voic act well effect well put togeth thing dislik game fact tutori explan get start player kind thrown gameplay figur play even straightforward play game tutori would nice,[0]
