web-scraper-order,web-scraper-start-url,reviewer,date,review,star,res
"1614875612-4100","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Michael Monka","May 12, 2020","","Rated 4 stars out of five stars","null"
"1614875612-3064","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Magellan","April 20, 2020","It's fun, not so difficult until i fight against hard mode final boss. It's just unbeatable; i had a very defensive armor build, good equipments, fully upgraded attack cards, still doesn't stand a chance. That boss has so many unbalaced buffs, defuffs, passive damage and abilities (poison every turn, increased damage, revive skill, reduced damage, unlimited equipments, sooo much health, piercing damage, is has everything to counter everything). I tried offensive build, it counter me with damage.","Rated 2 stars out of five stars","null"
"1614875612-2883","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","chrissy D","September 21, 2018","One reason this game is getting low stars. The god damp wolf battle and how stacked that is against you. I got him down to 10-14 health three times for him to heal to full, 4 times throughout the fight. This cost me 40 minutes. At one point I had 124 shield and yet he still comes back to wreck you. My god balance this game.","Rated 2 stars out of five stars","null"
"1614875612-4006","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Space","March 31, 2020","","Rated 4 stars out of five stars","null"
"1614875612-3715","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Siren","April 26, 2020","","Rated 5 stars out of five stars","null"
"1614875612-2257","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ryan Alaan","April 30, 2019","I enjoy the game enough to come back and edit my review. I'm glad that in the time before I came back to play the developer(s) adjusted the game where you can manage to finish the story, although there are a few enemies that have very strong passives(There's a pig early in the game that has a passive that prevents him from taking more than 1 damage from any single attack.). Great job! Definitely worth playing and getting the IAPs, I got the Werewolf one and it's narratively different.","Rated 5 stars out of five stars","null"
"1614875612-5080","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Diogo sousa","February 16, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1400","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Brire Bear","December 26, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1434","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Salam Bo","January 2, 2021","","Rated 5 stars out of five stars","Giant NetworkJanuary 4, 2021Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"1614875612-2561","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Robert Hanis","June 10, 2020","A very very great card game. Simple but fun with a large time sink if you allow it. You enter the forest and kill everything you meet, the cards and simple. Equipment has passive bonuses which active. Spells cost mana, actions are buffs with their own currency to use. It's very simple. You can spend hours playing this, 4 easy bosses per each run and 5 hard mode with mini bosses sprinkled between. You build your deck how you want with never feeling too weak. All ads are optional too.","Rated 5 stars out of five stars","Giant NetworkJune 10, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3961","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Chris Barschel","April 5, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1662","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Mitch Niebur","November 26, 2020","","Rated 4 stars out of five stars","Giant NetworkNovember 27, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"1614875612-4211","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Sergei Shlyahov","February 20, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4978","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Dugan Dobbs","September 12, 2018","","Rated 5 stars out of five stars","null"
"1614875612-1485","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Lucas Oliveira","October 13, 2020","","Rated 5 stars out of five stars","Giant NetworkOctober 14, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"1614875612-2497","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Charles Kung","January 31, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3060","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Gerda Gutmane","January 4, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1926","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Flare Tias","May 27, 2020","This game was phenominal! I absolutely loved it! It had easy mechanics and a good story with a fun play through. It was going great! Them, i hit a huge pay wall. The game is good, but im not going to spend money just to play the next chapter, and then spend more for the chapter after that. The pay wall isn't worth the game. It makes you buy every chapter individually. That really ruined my moment to discover.","Rated 4 stars out of five stars","Giant NetworkMay 27, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-4770","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Praetor918","July 12, 2020","","Rated 4 stars out of five stars","Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-2253","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ann-Mi E","April 4, 2019","This is a very interesting card-based strategy game with an intriguing background story. The difficulty cranks up as you unlock more challenging modes. I unlocked all the character classes and haven't regretted it. There are in-game ads but they are easily avoided, and although they give rewards it's not triggered too often or mandatory for gameplay. I really recommend giving this game a try.","Rated 5 stars out of five stars","null"
"1614875612-3437","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Finch Harper","November 2, 2018","👎👎👎👎👎BEWARE: PERMADEATH!!!! I love and hate this game. It's gorgeous. It has an awesome story line. The play mechanics are easy to learn. Sadly, it has PermaDeath with no options to go back or rewind a few levels to try different strategies. I'm stuck facing 3 monsters with no store to buy health, no special power to give me armor or duplicate a card. I'm stuck, so game over, restart, NOPE NOPE NOPE. I love this game Sooooooooooooo Much, but DETEST PermaDeath. UNINSTALLED. To never play again. 😿😿😿😿😿😿😿😿😿😿😿😿","Rated 3 stars out of five stars","null"
"1614875612-4809","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","pioneerph 116","November 24, 2019","","Rated 5 stars out of five stars","null"
"1614875612-2287","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Tanya Crici","October 19, 2018","Even though I followed the developers instructions for the new update today my saved game is lost. It's aggravating because I was at the end character in the 3rd level. Any way I can get my saved game back? Before you asked, yes I logged out and back in again. I even went as far as to shut my phone off and turn it back on to see if I would get my saved game back.","Rated 5 stars out of five stars","Giant NetworkOctober 19, 2018Hi ty for your report. actually, this is not a loss. there are 3 chapters for each character. so once you finished the chapter 3, the adventure of this character was over. you can experience other characters or restart the adventure. btw, you can follow our FB page https://www.facebook.com/Night-of-Full-Moon-2217510205147246 to get our latest news."
"1614875612-1983","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Mobslayer2205","September 20, 2018","My only complaint about the game is how short the runs are. Though it is more then made up for in how diverse and different the runs can be which is Fantastic! I love the art style, the game is smooth and fluid and the voice acting brilliant! The game play is challenging though simplistic as well which really ropes you in as you build and find your ""unbeatable"" deck. I would like more story and length to the runs as said, but I plan fully on beating every boss on normal and hard difficulty and will be buying the different classes shortly after. All in all, fair play Giant Network, fair play *Begins to clap in praise* Keep up the great work cause it certainly shows","Rated 5 stars out of five stars","null"
"1614875612-4449","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Javs D","August 22, 2020","","Rated 5 stars out of five stars","null"
"1614875612-2506","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Martin Boutland","January 20, 2019","","Rated 4 stars out of five stars","null"
"1614875612-2904","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Alexander Tolstoy","March 26, 2020","","Rated 5 stars out of five stars","null"
"1614875612-3427","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Raiven Ramos","July 2, 2020","","Rated 5 stars out of five stars","Giant NetworkJuly 3, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-1355","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jon L","December 28, 2020","","Rated 4 stars out of five stars","null"
"1614875612-1896","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Francesco Negri","September 26, 2018","I loved the game, the mechanics work perfectly and if you make the right choices you can watch as your deck becomes better and better, and that's where I think the game misses a step. I think you should make a much longer campaign, because once I'm finished with it, I'm not really that interested in playing it again, even with a different class, if I don't see the possibility of developing a deck to its maximum possibilities. Playing the game again would be a chance to develop a new one aiming to a different style of combat, for example, but that can not happen in the state the game is in right now. Another important feature I would love would be a kind of arena where you can battle monsters (or other people, although maybe that would become troublesome to handle with all servers and stuff, it's kind of hard to do if your game wasn't developed to be an online game from the start) with the old decks you created in your older campaigns (maybe put a choice whether to save it or not for the arena after you've finished you adventure). Or -and this I think would be the best choice that could make your game one of the best I've ever played on my phone- you could update the campaign periodically, letting the user choose among one of their old decks to play the new chapter, adding new pieces to the story and buiding up the difficulty, up to a point where the principal motif of the game would become building the perfect deck, after you've uncovered the whole mistery of the story. Okay if you add all of that I'm definitely going to pay for this game and give it five stars.","Rated 4 stars out of five stars","null"
"1614875612-2970","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ravennah Black","July 27, 2020","","Rated 5 stars out of five stars","Giant NetworkJuly 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-2363","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Talio Merelli","March 6, 2019","i think this game is extremely fun and unlike most moble games with dlc, the dlc is cheap and worth it mostly. I only rate 4 stars instead of five because while this game is amazing, it does get really repetative and after probably sinking about 30 - 60 hours total into this game im burnt out. I need something that changes the gameplay more than what it has. But it has been fun and I do not regret any time I put into this game, may even reinstall after a few months to play some more.","Rated 4 stars out of five stars","null"
"1614875612-2248","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Tom Longworth","April 2, 2019","A fantastic example of a card/rpg/dungon crawler with multiple challange modes. I wanna thank the devs and their studio for making the content so dang affordable. This company is far from greedy and offers you all the characters and their storys for less than 10$ last time I checked. ITS ALOT OF CONTENT!!!!!! love your game and your company!","Rated 5 stars out of five stars","null"
"1614875612-2157","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Zackery Kahle","May 1, 2020","Absolutely great game. Quite enjoyable. Rarely do I revisit a mobile game after I've played it for a while, but I keep coming back to this one. My only gripe is the English translation. It's spotty at times in rather odd ways. Also, I hope they add more content, is rather short. Repayable, but short.","Rated 4 stars out of five stars","null"
"1614875612-2487","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Mike daknight","June 23, 2019","","Rated 5 stars out of five stars","null"
"1614875612-3463","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Josh Alcorn","January 22, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1377","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jim Q","December 10, 2020","","Rated 5 stars out of five stars","Giant NetworkDecember 11, 2020Thank you for your review ^_^."
"1614875612-1746","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Michael Iats","September 10, 2020","","Rated 5 stars out of five stars","Giant NetworkSeptember 11, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/  have fun!!"
"1614875612-2353","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","dmariofreak","April 7, 2020","Good Game, bad decisions I guess. Why have literally ALL characters behind a paywall? The gameplay is fun and unique but after doing the same thing about 5-6 times it gets pretty repetitive. It would help if I didnt have to pay money for a different gameplay experience that comes standard with every other game.","Rated 3 stars out of five stars","null"
"1614875612-2732","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Abraham Bounty","December 7, 2018","This was a five star review. ""I can literally not think of another Android game that has fairer monetization."" was the entirety of that five star review. Then they decided to sneak ads in through an update (yes, sneak. There is exactly zero mention of the ads in patch notes.) so this is now a one star review, not because of the ads themselves, but because of the bait and switch.  I liked the game. I want to continue to like the game. Shame the dev doesn't really want me to like the game anymore.","Rated 1 stars out of five stars","null"
"1614875612-3759","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Weston Lewis","September 21, 2018","","Rated 5 stars out of five stars","null"
"1614875612-2977","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Dalampslayer","May 13, 2020","","Rated 5 stars out of five stars","Giant NetworkMay 14, 2020Hello. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-4462","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Bubbles 101012","July 17, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4772","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Alain Blast","November 6, 2018","","Rated 4 stars out of five stars","null"
"1614875612-1106","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Robert Dromey","December 15, 2020","Stunningly good game with really good art, music, and story. It just sucks you in and I highly recommend. It's a rogue like deck building game with tons of replayability. The base free version gives you a really good introduction to the game (you can play through on one character) and then if you buy the DLCs, you get all the additional content. One of the only games I've actually spent money on, so that should tell you it's high quality.","Rated 5 stars out of five stars","Giant NetworkDecember 17, 2020Thanks for the review. Our FAQ might help if you have issues with the game, and you can also provide more feedback there: https://www.facebook.com/NightofFullMoonCardGame/ . We hope we can help you get a better experience!"
"1614875612-4317","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Treat Ordie.","June 6, 2020","","Rated 3 stars out of five stars","Giant NetworkJune 7, 2020Sorry for the problem, please sent the screenshot to our email: nofmgame@hotmail.com. We will solve it as soon as possible !"
"1614875612-2254","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","ididntnotice","February 14, 2019","This game really was a treat to play. There's like 7 characters, but only one is available for free. Even so, the one character offers alot of content (something like 500+ cards). Even after you beat it once, there's several bosses and increasing difficulty. If you have played Slay the spire, this is similar to that kind of gameplay; you progress through fights/monsters while building up your deck. You then pick up artifacts/treasures to further strengthen your deck.","Rated 4 stars out of five stars","null"
"1614875612-1632","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","juwandy sadikin","October 24, 2020","","Rated 4 stars out of five stars","null"
"1614875612-2601","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jabs","February 23, 2020","","Rated 5 stars out of five stars","null"
"1614875612-2644","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Yowgert _","May 21, 2020","Ok, so I enjoyed it quite alot, up until where I completed the normal stage, had no option of playing anything else than that agin , but then all my levels and cards reset. That just ruined everything. But playing it first time was enjoyable so you should play it too it's fun and has quirky art, the story isnt that bad and for a card game, its really well made so you can strategize with your cards.","Rated 4 stars out of five stars","Giant NetworkMay 21, 2020Hello. Thank you for supporting us! We appreciate it so much! We will communicate feedback to the devs. Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3471","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Grindcore Pig","May 24, 2020","","Rated 3 stars out of five stars","Giant NetworkMay 26, 2020Hello. Thank you for your feedback.  We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! The problem that we have feedback to our devs. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting."
"1614875612-4418","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","kimo","September 20, 2018","","Rated 5 stars out of five stars","null"
"1614875612-3253","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Angelia C","January 14, 2019","","Rated 4 stars out of five stars","null"
"1614875612-4584","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Colin Boras","October 7, 2018","","Rated 5 stars out of five stars","null"
"1614875612-3740","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Boris Leung","February 17, 2019","","Rated 5 stars out of five stars","null"
"1614875612-1878","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Matt Hagen","September 21, 2018","Very fun game, easy to lose track of time. It's a lot like the board game ""Dominion"". There is room to grow though. I don't fully understand what ""exile this card"" means. Do I lose it permanently? Also, it seems like I always draw the same cards at the start of every match, and they are always my worst ones. What the heck kind of randomizer is this?","Rated 5 stars out of five stars","null"
"1614875612-1708","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Lumi Dastra","December 24, 2020","","Rated 4 stars out of five stars","Giant NetworkDecember 25, 2020Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-3675","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","HV","June 1, 2020","","Rated 5 stars out of five stars","Giant NetworkJune 2, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-1156","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Carrie Lyle","December 29, 2020","","Rated 5 stars out of five stars","null"
"1614875612-1495","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Taco Boy","November 8, 2020","","Rated 5 stars out of five stars","Giant NetworkNovember 9, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"1614875612-2855","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Richard Bui","February 3, 2019","","Rated 5 stars out of five stars","null"
"1614875612-2297","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Youtube CommentsBlow","November 16, 2019","Tried this because of of the slay the spire comparisons. This ain't it. Get double gold if you watch some ads? Really?? Even revive, just watch these commercials. Man, I thought I was trying to play a game, not a marketing tool. Just farm the views for your ads huh? Don't waste your time on this 'game'. It's not that. What utter garbage.","Rated 1 stars out of five stars","null"
"1614875612-3430","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Pedro Inácio","June 28, 2019","","Rated 3 stars out of five stars","null"
"1614875612-4941","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Gnana Jothi","January 22, 2019","","Rated 5 stars out of five stars","null"
"1614875612-4757","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Aaron Foo","April 24, 2020","","Rated 1 stars out of five stars","null"
"1614875612-2143","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ruben Picazo","March 23, 2019","It's a great free to play game. It does offer replayability even if you don't purchase the expansions/other classes. There is variety in how you can play while there is a decent amount of rng of how you can play it's enough to make it interesting but not too much where you cant make a decent deck. I've been playing this game over the course of 6 months or so, just on the free knight only and it's been great. Kills time when I'm waiting for appointments or class to start. Highly recommended","Rated 5 stars out of five stars","null"
"1614875612-1812","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Richard Pitts","October 19, 2018","This is one of the best games I've played on mobile and the first one I decided to spend money on. Before you let that scare you away, hear me out. There are no ads, even if you pay nothing. The only benefit paying unlocks is more ""classes,"" but this is in no way mandatory. It's really just more content. In fact, some of the classes you unlock seem to make the game a little harder. If you do decide to buy anything each class is $0.99 extra. If you want you can bundle them all, at least at the time of this writing, for $3. It's definitely worth the $3 if you like the starter class. As far as the game itself, the animation/graphics are good, there is no lag (at least on my Pixel XL), the sound is high quality, the assortment of choices for each class ensures replayability even for the single starter class (the bundle adds five or six more classes with different cards and abilities.. I can't remember exactly how many without opening the game). Tldr; worth your time.","Rated 5 stars out of five stars","null"
"1614875612-3716","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Nemanja Zivkovic","March 20, 2020","","Rated 4 stars out of five stars","null"
"1614875612-5179","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Sergey Yani","October 26, 2020","","Rated 5 stars out of five stars","Giant NetworkOctober 27, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"1614875612-2656","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Sun is Wet","December 18, 2018","","Rated 5 stars out of five stars","null"
"1614875612-2983","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","social_ghost","September 6, 2020","","Rated 5 stars out of five stars","Giant NetworkSeptember 7, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"1614875612-1788","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Gernie Tamayo","October 18, 2018","This game is really fun even if you have to but the other characters you can still feel the intensity every run. The controls are really easy too, just drag and drop, how easy could that be. The graphics are sooooooo nice they're not realistic, exaggerated but simple. It doesn't rely on the graphics or how it's actually executed but it's more focused on the content. But there's still one little thing that I want to point out. When I went offline I couldn't use the characters that I bought and I was trying to finish that round. So devs, what I'm basically asking is to make the characters available to use for those people that bought it legally. But generally this is amazing. This game can go to different places. I mean it's just a suggestion but can you guys add a pre run shop or in game currency that can be used to buy cards so it's unlocked or even gave a shop where you can set up a run where you have all sorts of cards or something like that. But anyways good job DEVS! good work for making this game so fun and simple I will support this game and I'd like to leave this quote here- ""Simplicity is beauty"".","Rated 5 stars out of five stars","null"
"1614875612-4729","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","RanDOm HuMAN","August 22, 2020","","Rated 4 stars out of five stars","null"
"1614875612-3529","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Yrome Winkson","April 13, 2020","","Rated 5 stars out of five stars","null"
"1614875612-2501","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Capt Muppet","April 5, 2020","The game is fantastic, gameplay, graphics etc all very very good. My only grime is that to play on hard it says I need to defeat a certain boss(I won't say who they are so there are no spoilers) , I have now defeated all the bosses, multiple times and it still won't unlock hard mode. I was going to purchase another class but hesitant to if there are bugs in the base game. Definitely worth playing though.","Rated 4 stars out of five stars","null"
"1614875612-1062","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Κώσταντίνος Καρέτος","February 4, 2021","","Rated 3 stars out of five stars","Giant NetworkFebruary 9, 2021Please send your UID and GPA to our email: nofmgame@hotmail.com. We will solve it as soon as possible. Thank you!"
"1614875612-4640","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Mot","February 5, 2019","","Rated 1 stars out of five stars","null"
"1614875612-3426","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jacob Pinkos","May 18, 2020","As a broke college student I dont have a lot of money and well this game was so good that after playing it for a few months I bought the other story and packs. Developers, programmers, and creators deserve to be paid when they make good content. So congratulations you made good content and I was happy and had no regrets about paying you. Please keep up the good work.","Rated 5 stars out of five stars","Giant NetworkMay 19, 2020Hello. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"1614875612-1061","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Jess P","February 14, 2021","","Rated 5 stars out of five stars","Giant NetworkFebruary 19, 2021Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"1614875612-4105","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Giovani Guizzo","October 31, 2018","","Rated 5 stars out of five stars","null"
"1614875612-1877","https://play.google.com/store/apps/details?id=com.ztgame.yyzy&hl=en&gl=US&showAllReviews=true","Ivan Leš","May 3, 2020","This has got to be one of the best games I've played on a mobile phone. The replay value is immense! With just a few parameters changed you get a completely different gameplay. I wish one game/storyline lasted for more steps/pages than it does. It would also help to be able to see stats you earn during the game (like e.g. courage), and to see the actual purpose of them. Oh, and some voiceovers are jot in English. But otherwise really really great!","Rated 4 stars out of five stars","null"
